name,RA,Dec,pmra,pmdec,pmra_error,pmdec_error,pm_sig,plx,plx_error,plx_sig,u,g,r,i,photo-z,specz,specz_cite
J1048-0119,162.091163,-1.317856,,,,,,,,,20.983555,20.42733,20.589724,20.268236,0.1,,
J1048-0119,162.090839,-1.318156,,,,,,,,,20.513178,19.624193,19.386156,19.271984,0.03,,
J1053-0256,163.428109,-2.935063,-1.045,0.944,1.714,1.307,0.65333704,-0.5422,1.776,0.305292793,20.873741,20.350733,20.015915,19.875416,0.26,,
J1053-0256,163.427914,-2.935564,-1.045,0.944,1.714,1.307,0.65333704,-0.5422,1.776,0.305292793,21.165354,20.337555,20.068518,19.944216,0.2,,
J1056+0358,164.133368,3.980635,,,,,,,,,21.78936,20.307863,19.135643,18.62101,0.32,,
J1056+0358,164.133766,3.980099,,,,,,,,,20.854847,19.001589,18.082169,17.72296,0.01,,
J1056-0033,164.248888,-0.554551,,,,,,,,,22.23429,21.647135,20.942806,20.674253,0.66,,
J1056-0033,164.249228,-0.554182,,,,,,,,,21.175234,20.856594,20.40681,20.258114,0.73,,
J1059+0129,164.959421,1.485695,,,,,,,,,20.36645,19.143686,18.566956,18.287088,0.11,,
J1059+0129,164.959643,1.485328,,,,,,,,,19.280355,18.21715,17.762133,17.530445,0.02,,
J1105+0319,166.400983,3.331887,0.196,0.113,0.21,0.172,0.833459991,0.1576,0.1875,0.840533333,22.972923,20.737656,19.395409,18.900204,0.14,,
J1105+0319,166.400928,3.331307,0.196,0.113,0.21,0.172,0.833459991,0.1576,0.1875,0.840533333,19.836557,18.978596,18.197306,17.949064,0.25,0.924,DR16Q
J1105-0153,166.485188,-1.886224,-3.383,-5.312,0.737,0.631,6.491073636,-0.0866,0.6258,0.13838287,21.17714,20.974693,20.652538,20.464445,1.11,,
J1105-0153,166.485557,-1.88596,-3.383,-5.312,0.737,0.631,6.491073636,-0.0866,0.6258,0.13838287,21.106365,20.26189,19.864723,19.721804,0.01,,
J1119-0340,169.93152,-3.677869,,,,,,,,,21.50011,19.656483,18.757082,18.44306,0.05,,
J1119-0340,169.930986,-3.677849,,,,,,,,,21.558378,19.645887,18.500257,18.09249,0.2,,
J1121+0114,170.436715,1.239183,0.878,-0.062,0.403,0.334,1.681616981,-0.9259,0.4639,1.99590429,20.400057,19.670353,19.365139,19.258516,0.04,1.296,DR16Q
J1121+0114,170.436527,1.239565,0.878,-0.062,0.403,0.334,1.681616981,-0.9259,0.4639,1.99590429,19.690588,19.607487,19.261326,19.294355,0.02,,
J1123+0019,170.919768,0.326561,-1.895,-3.409,0.861,0.685,3.544923585,0.2231,0.9642,0.23138353,22.079369,21.20363,20.680025,20.284369,0.12,,
J1123+0019,170.920062,0.326523,-1.895,-3.409,0.861,0.685,3.544923585,0.2231,0.9642,0.23138353,21.308779,20.358929,19.943583,19.767586,0.02,,
J1125+0234,171.329192,2.581326,,,,,,,,,21.578651,21.342394,20.905373,20.606987,0.65,,
J1125+0234,171.329228,2.581656,,,,,,,,,20.917866,20.733437,20.32543,20.008467,0.65,,
J1125-0328,171.367411,-3.467353,-0.564,-5.034,0.2,0.148,20.35929053,0.335,0.1903,1.76037835,20.618528,20.540316,20.184849,20.235083,0.44,,
J1125-0328,171.367159,-3.4669,-0.564,-5.034,0.2,0.148,20.35929053,0.335,0.1903,1.76037835,19.582201,18.681849,18.353981,18.230417,0.03,,
J1127+0352,171.908916,3.871097,,,,,,,,,23.733454,22.826525,21.753477,20.741354,0.95,,
J1136+0228,174.057702,2.477539,3.266,-8.069,0.658,0.357,11.62814272,0.4712,0.5265,0.894966762,22.2286,21.178015,20.55953,20.260054,0.17,,
J1136+0228,174.058181,2.4775,3.266,-8.069,0.658,0.357,11.62814272,0.4712,0.5265,0.894966762,21.509594,20.430273,19.963034,19.776129,0.03,,
J1136+0338,174.055803,3.644786,-1.057,-3.409,0.351,0.32,7.514310678,0.4453,0.4592,0.969729965,19.508036,18.993856,18.543327,18.457373,0.17,1.188,DR16Q
J1136+0338,174.055368,3.644687,-1.057,-3.409,0.351,0.32,7.514310678,0.4453,0.4592,0.969729965,20.17616,19.339735,18.905415,18.777714,0.01,,
J1138+0148,174.646517,1.807185,-0.281,0.048,0.861,0.703,0.256463239,-1.9392,1.0058,1.928017499,22.56809,21.946222,21.121046,19.936571,0.83,,
J1138+0148,174.646057,1.807455,-0.281,0.048,0.861,0.703,0.256463239,-1.9392,1.0058,1.928017499,19.99324,19.68627,19.745928,19.511995,1.32,0.578,2QZ
J1138+0314,174.515571,3.249472,2.077,-1.086,1.069,0.972,1.622182545,-2.448,0.9703,2.522931052,19.890562,19.280033,19.102541,18.898882,0.25,2.445,DR16Q
J1143+0154,175.79561,1.915585,,,,,,,,,20.502254,19.159273,18.492586,18.175411,0.11,,
J1143+0154,175.795424,1.915338,,,,,,,,,19.973019,18.944323,18.488022,18.24731,0.08,,
J1149-0201,177.464363,-2.021261,-0.439,-2.369,1.447,0.78,1.465673481,0.7398,1.2929,0.572202026,21.660498,20.717974,20.332407,20.187456,0.08,,
J1149-0201,177.463858,-2.021459,-0.439,-2.369,1.447,0.78,1.465673481,0.7398,1.2929,0.572202026,21.709297,20.53079,19.866184,19.545763,0.15,,
J1149-0233,177.385076,-2.556872,-0.065,-0.203,0.451,0.241,0.416840193,0.7493,0.3466,2.16185805,19.955395,19.791538,19.608656,19.550953,0.02,,
J1149-0233,177.384641,-2.556375,-0.065,-0.203,0.451,0.241,0.416840193,0.7493,0.3466,2.16185805,20.347586,19.41347,19.102367,18.974703,0.03,,
J1151+0229,177.752851,2.483407,-1.325,0.601,1.34,0.738,0.951068965,-1.0678,0.9141,1.168143529,20.505169,20.081312,19.900198,19.806192,0.28,,
J1151+0229,177.753118,2.483732,-1.325,0.601,1.34,0.738,0.951068965,-1.0678,0.9141,1.168143529,21.696676,20.87096,20.391447,20.225933,0.08,,
J1151-0038,177.906487,-0.642898,,,,,,,,,22.432898,21.42689,20.551008,20.149984,0.26,,
J1151-0038,177.906751,-0.642537,,,,,,,,,22.667425,21.67823,20.66292,20.252672,0.55,,
J1158+0010,179.741379,0.168922,,,,,,,,,20.168875,19.528193,19.232916,19.069986,0.16,,
J1158+0010,179.740798,0.168728,,,,,,,,,20.287863,19.486753,19.144281,18.961157,0.2,,
J1159+0237,179.866254,2.617053,2.251,-2.288,2.201,0.827,1.365094239,0.4999,1.6252,0.307592912,21.18402,21.031164,20.64682,20.595528,0.34,,
J1159+0237,179.865945,2.617193,2.251,-2.288,2.201,0.827,1.365094239,0.4999,1.6252,0.307592912,21.288689,20.597475,20.258242,20.162088,0.15,,
J1159-0002,179.856524,-0.039363,0.519,-0.154,1.621,1.349,0.256705824,0.1538,1.5157,0.101471267,21.200256,20.39725,20.134192,19.817495,0.68,0.422,DESEDR
J1159-0002,179.856203,-0.039111,0.519,-0.154,1.621,1.349,0.256705824,0.1538,1.5157,0.101471267,21.712038,21.104404,20.313438,19.954597,0.27,,
J1159-0041,179.934361,-0.698157,,,,,,,,,21.490494,20.61636,20.206373,20.043036,0.02,,
J1159-0041,179.934141,-0.69788,,,,,,,,,21.770844,21.009285,20.309027,20.074068,0.23,,
J1200-0337,180.211379,-3.620052,0.463,-0.687,0.988,0.928,0.611189206,-2.8366,1.0897,2.603101771,23.165445,21.200249,19.74918,19.222742,0.39,,
J1200-0337,180.211701,-3.619971,0.463,-0.687,0.988,0.928,0.611189206,-2.8366,1.0897,2.603101771,23.742579,21.166101,19.799759,19.349052,0.22,,
J1201+0239,180.287921,2.664687,,,,,,,,,23.490278,22.58247,21.38453,20.900314,0.54,,
J1201+0239,180.287148,2.664771,,,,,,,,,23.151476,22.555023,21.332542,20.78598,0.61,,
J1201+0239,180.287444,2.664622,,,,,,,,,23.380703,22.259531,20.691069,20.02178,0.57,,
J1201+0331,180.412778,3.525288,-20.364,-8.306,1.218,0.48,16.7990314,-0.4436,0.764,0.580628272,23.457853,21.218243,20.103096,19.682518,0.42,,
J1201+0331,180.412947,3.525746,-20.364,-8.306,1.218,0.48,16.7990314,-0.4436,0.764,0.580628272,24.808012,22.552898,21.066252,20.332472,0.58,,
J1203+0103,180.873511,1.066039,,,,,,,,,22.057482,20.890938,20.339664,20.16594,0.13,,
J1203+0103,180.87306,1.066056,,,,,,,,,22.244438,21.286743,20.303865,19.903017,0.33,,
J1204+0009,181.177946,0.158047,-44.357,-6.401,0.791,0.463,48.89732565,1.9138,0.8305,2.304394943,24.672663,21.61239,20.191362,19.555908,0.22,,
J1204+0009,181.177458,0.158236,-44.357,-6.401,0.791,0.463,48.89732565,1.9138,0.8305,2.304394943,23.644314,21.501665,20.17466,19.75907,0.29,,
J1208+0035,182.187136,0.589636,-9.155,2.212,0.31,0.18,26.2740672,0.7378,0.2831,2.606146238,21.788868,20.660587,19.797684,19.434841,0.28,,
J1208+0035,182.186687,0.589305,-9.155,2.212,0.31,0.18,26.2740672,0.7378,0.2831,2.606146238,20.734339,19.180023,18.544632,18.341656,0.08,,
J1209+0349,182.269979,3.829186,,,,,,,,,21.58034,21.359362,21.106146,20.898766,0.85,,
J1209+0349,182.269638,3.829278,,,,,,,,,22.082323,21.392551,21.116165,20.982985,0.02,,
J1212+0145,183.108197,1.759542,,,,,,,,,23.083029,21.141363,19.850191,19.375534,0.3,,
J1212+0145,183.107871,1.759234,,,,,,,,,22.45055,20.564089,19.38809,18.988028,0.21,,
J1214+0102,183.521323,1.035299,-0.55,-0.074,0.882,0.489,0.550285859,0.877,0.5749,1.525482693,20.205994,19.586273,19.491804,19.306047,2.29,,
J1214+0102,183.521406,1.034719,-0.55,-0.074,0.882,0.489,0.550285859,0.877,0.5749,1.525482693,19.61375,19.657463,19.439922,19.482456,1.32,0.492,DESEDR
J1217+0321,184.277378,3.365464,,,,,,,,,20.418793,19.332926,18.8942,18.759134,0.01,,
J1217+0321,184.276901,3.365415,,,,,,,,,21.417921,19.943224,19.064993,18.686745,0.13,,
J1217-0256,184.290254,-2.939312,0.404,0.101,0.434,0.344,0.751959777,0.0987,0.4707,0.209687699,20.10666,19.832714,19.371744,19.046955,0.28,1.465,2QZ
J1217-0256,184.290665,-2.939569,0.404,0.101,0.434,0.344,0.751959777,0.0987,0.4707,0.209687699,20.500494,19.96958,19.464464,19.222904,0.27,,
J1221-0133,185.367827,-1.563237,-3.206,-3.453,0.683,0.509,5.531627387,0.3101,0.5082,0.610192837,21.262547,20.397236,20.058523,19.977201,0.14,,
J1221-0133,185.367979,-1.562699,-3.206,-3.453,0.683,0.509,5.531627387,0.3101,0.5082,0.610192837,22.275906,21.60738,20.834888,20.627617,0.27,,
J1222+0236,185.651975,2.613697,,,,,,,,,21.232138,21.118797,20.853006,20.71753,0.28,,
J1222+0236,185.65227,2.613538,,,,,,,,,21.703238,21.17316,20.933182,20.777704,0.19,,
J1224+0050,186.233403,0.846681,,,,,,,,,18.068367,21.289253,19.774448,18.492617,0.43,,
J1226-0006,186.533437,-0.100639,0.316,-0.527,0.204,0.158,2.381417118,-0.0476,0.1975,0.241012658,19.333149,18.838516,18.279463,18.157406,0.19,1.127,DR16Q
J1226-0006,186.533757,-0.100654,0.316,-0.527,0.204,0.158,2.381417118,-0.0476,0.1975,0.241012658,19.475399,19.13701,18.5875,18.395058,0.45,,
J1227+0019,186.989294,0.323332,-2.993,-0.989,1.581,1.101,1.636136171,-0.0417,1.2697,0.032842404,21.605932,20.65134,20.397974,20.286312,0.14,,
J1227+0019,186.989626,0.323763,-2.993,-0.989,1.581,1.101,1.636136171,-0.0417,1.2697,0.032842404,21.163961,20.335707,20.076567,19.865395,0.08,,
J1229-0122,187.444357,-1.371475,,,,,,,,,20.74831,19.780764,19.556856,19.483421,0.03,,
J1229-0122,187.444829,-1.371471,,,,,,,,,20.25405,19.222906,18.844154,18.663677,0.12,,
J1231-0102,187.910952,-1.042703,0.078,0.139,0.941,1.025,0.114549984,-0.7704,1.1424,0.674369748,20.668701,20.1529,19.931484,19.893965,0.28,,
J1231-0102,187.910771,-1.043216,0.078,0.139,0.941,1.025,0.114549984,-0.7704,1.1424,0.674369748,19.707764,18.808056,18.421251,18.308271,0.01,,
J1233-0227,188.422024,-2.46063,-1.164,-0.011,0.807,0.53,1.205673465,0.807,0.7236,1.115257048,20.66897,20.71258,19.871822,19.321833,0.8,1.598,LEMON4
J1233-0227,188.421791,-2.460272,-1.164,-0.011,0.807,0.53,1.205673465,0.807,0.7236,1.115257048,20.868044,20.647907,19.538773,19.00698,0.6,1.598,LEMON4
J1234+0224,188.73532,2.407038,-2.678,-4.735,0.558,0.399,7.930063784,-0.0651,0.4876,0.133511075,22.19088,20.542664,19.579845,19.14739,0.13,,
J1234+0224,188.735489,2.407392,-2.678,-4.735,0.558,0.399,7.930063784,-0.0651,0.4876,0.133511075,22.263237,20.273201,19.227589,18.82302,0.1,,
J1238+0105,189.590344,1.088518,-0.293,-0.573,0.301,0.245,1.658225318,0.0991,0.2546,0.38923802,22.608818,19.164606,18.746008,18.541544,3.08,3.159,DR16Q
J1239+0146,189.820362,1.781555,-0.128,0.141,0.488,0.485,0.276785882,-0.8973,0.356,2.520505618,21.446861,20.7026,20.363146,20.122583,0.28,,
J1239+0146,189.82077,1.781773,-0.128,0.141,0.488,0.485,0.276785882,-0.8973,0.356,2.520505618,19.905825,19.447226,19.158472,18.941404,0.28,2.123,DR16Q
J1244+0106,191.213636,1.112451,,,,,,,,,20.87149,20.670397,20.051287,19.612331,0.66,,
J1244+0106,191.21402,1.111979,,,,,,,,,21.587114,20.76065,19.38822,18.789286,0.62,,
J1245-0250,191.367137,-2.842317,,,,,,,,,24.357412,22.299547,20.867357,20.393398,0.33,,
J1245-0250,191.367366,-2.841972,,,,,,,,,25.282864,22.226807,20.98226,20.545527,0.51,,
J1247-0004,191.776003,-0.07569,,,,,,,,,21.946613,21.461555,21.039047,20.733543,0.28,,
J1247-0004,191.775658,-0.075615,,,,,,,,,21.430666,21.01997,20.844313,20.656027,0.13,,
J1248+0102,192.056822,1.046586,,,,,,,,,20.984138,19.589144,18.886072,18.614212,0.04,,
J1248+0102,192.056867,1.047049,,,,,,,,,19.44638,18.457724,18.128529,18.019579,0.03,,
J1248+0111,192.167846,1.187993,,,,,,,,,21.121855,20.32756,19.301224,18.833578,0.63,,
J1248+0111,192.167708,1.188455,,,,,,,,,22.19301,20.974995,20.123493,19.823332,0.27,,
J1249-0105,192.290875,-1.098959,,,,,,,,,20.921783,18.84514,17.916054,17.548532,0.13,,
J1249-0105,192.291017,-1.098534,,,,,,,,,20.585829,18.594753,17.584637,17.190825,0.19,,
J1251+0311,192.924672,3.194716,-0.084,-0.097,0.403,0.318,0.249955884,0.3912,0.2726,1.435069699,19.310974,19.29291,18.95258,19.040403,0.02,1.225,DR16Q
J1251+0311,192.924686,3.195173,-0.084,-0.097,0.403,0.318,0.249955884,0.3912,0.2726,1.435069699,21.083141,20.305277,19.86063,19.936192,0.24,,
J1251-0344,192.980666,-3.746687,-2.709,0.505,0.746,0.336,3.368062506,0.5638,0.4107,1.372778184,21.044403,19.268927,18.364613,18.00563,0.02,,
J1251-0344,192.980953,-3.746933,-2.709,0.505,0.746,0.336,3.368062506,0.5638,0.4107,1.372778184,20.106615,18.360727,17.617899,17.378597,0.01,,
J1251-0347,192.769614,-3.785798,-8.546,-1.399,0.344,0.422,15.90566162,0.1756,0.2875,0.610782609,19.923155,17.994694,17.162376,16.917233,0.05,,
J1251-0347,192.769197,-3.785873,-8.546,-1.399,0.344,0.422,15.90566162,0.1756,0.2875,0.610782609,20.004698,18.0426,17.178108,16.842863,0.06,,
J1252+0200,193.107207,1.999705,0.117,0.732,0.865,0.792,0.632063082,0.2526,0.7134,0.354079058,20.801844,19.898512,19.503626,19.372099,0.02,,
J1252+0200,193.107277,2.000253,0.117,0.732,0.865,0.792,0.632063082,0.2526,0.7134,0.354079058,20.230522,20.360403,20.0987,20.154577,0.02,,
J1256-0353,194.138584,-3.891131,4.584,-11.794,0.585,0.457,17.04536446,-0.2654,0.4787,0.554418216,22.322931,20.956013,20.310362,20.009329,0.14,,
J1256-0353,194.138776,-3.890525,4.584,-11.794,0.585,0.457,17.04536446,-0.2654,0.4787,0.554418216,21.24139,20.08179,19.62475,19.456118,0.03,,
J1301-0305,195.42765,-3.087959,6.123,-9.147,0.879,0.497,10.90063527,0.8252,0.5836,1.41398218,20.011446,19.856697,19.61836,19.529099,0.02,,
J1301-0305,195.427369,-3.087755,6.123,-9.147,0.879,0.497,10.90063527,0.8252,0.5836,1.41398218,19.221365,19.336262,19.548607,19.638948,0.03,,
J1306-0213,196.596831,-2.219184,-0.433,0.568,0.86,0.678,0.652187057,0.1322,0.7579,0.174429344,20.853079,20.46663,20.131306,20.00419,0.12,,
J1306-0213,196.596421,-2.218738,-0.433,0.568,0.86,0.678,0.652187057,0.1322,0.7579,0.174429344,21.42127,21.027117,20.5326,20.2448,0.28,,
J1308-0236,197.226034,-2.603966,0.272,-0.274,0.603,0.392,0.536810069,-0.9144,0.5315,1.720413923,21.16786,20.422201,19.947306,19.715506,0.13,,
J1308-0236,197.226282,-2.603611,0.272,-0.274,0.603,0.392,0.536810069,-0.9144,0.5315,1.720413923,20.233994,20.023315,19.855343,19.552898,0.88,0.929,DR16Q
J1315+0335,198.798138,3.592282,-5.261,-0.757,2.015,2.381,1.704023196,1.8973,1.3393,1.416635556,22.014185,20.971607,20.54277,20.373434,0.04,,
J1315+0335,198.797937,3.592657,-5.261,-0.757,2.015,2.381,1.704023196,1.8973,1.3393,1.416635556,22.790695,21.693375,21.141445,21.010372,0.09,,
J1316+0208,199.048882,2.147036,-1.143,0.352,0.442,0.357,2.104970955,-0.4354,0.3127,1.392388871,19.308323,19.092604,18.824808,18.693773,0.31,,
J1316+0208,199.048389,2.147054,-1.143,0.352,0.442,0.357,2.104970955,-0.4354,0.3127,1.392388871,18.685822,17.897203,17.588419,17.556896,0.01,,
J1317+0244,199.439714,2.735089,8.038,0.178,0.524,0.378,12.44362827,1.9938,0.3739,5.332441829,23.075153,20.274397,18.808952,17.808723,0.53,,
J1317+0244,199.439493,2.735203,8.038,0.178,0.524,0.378,12.44362827,1.9938,0.3739,5.332441829,22.705967,20.094007,18.612673,17.507986,0.52,,
J1317-0014,199.345982,-0.246367,,,,,,,,,20.288277,19.699482,19.373655,19.04283,0.19,,
J1317-0014,199.345813,-0.246377,,,,,,,,,20.113077,19.584538,19.305487,18.965557,0.19,,
J1318-0311,199.655797,-3.195142,,,,,,,,,24.314533,22.155859,20.806519,20.187725,0.59,,
J1318-0311,199.655958,-3.194822,,,,,,,,,24.018473,22.018898,20.696531,20.188335,0.23,,
J1321+0333,200.28825,3.554056,1.713,-0.259,1.665,1.009,0.889873799,-0.453,0.8384,0.540314885,21.06455,20.389235,20.544792,20.695412,0.06,,
J1321+0333,200.288526,3.554462,1.713,-0.259,1.665,1.009,0.889873799,-0.453,0.8384,0.540314885,22.298298,21.40322,21.178328,21.093952,0.05,,
J1324-0309,201.235192,-3.151774,-5.631,-2.967,0.48,0.283,11.42259326,-0.2269,0.3723,0.609454741,20.66476,19.691885,19.453041,19.363811,0.14,,
J1324-0309,201.234837,-3.151399,-5.631,-2.967,0.48,0.283,11.42259326,-0.2269,0.3723,0.609454741,20.61733,20.006575,19.90339,19.746584,0.14,,
J1327-0125,201.886395,-1.427138,,,,,,,,,21.272764,20.76484,20.42735,20.245533,0.19,,
J1327-0125,201.886554,-1.426652,,,,,,,,,21.85397,21.057468,20.58981,20.323572,0.17,,
J1328-0338,202.217161,-3.64377,-2.672,-8.566,0.32,0.135,25.83582122,0.2924,0.2266,1.290379523,19.892504,19.033356,18.712934,18.579565,0.03,,
J1328-0338,202.217552,-3.64418,-2.672,-8.566,0.32,0.135,25.83582122,0.2924,0.2266,1.290379523,20.913141,19.863588,19.298595,19.031616,0.16,,
J1329+0127,202.300333,1.45781,-1.034,0.565,1.191,0.534,0.90274647,-0.0462,0.7454,0.061980145,21.966068,21.17416,20.919918,20.712965,0.11,,
J1329+0127,202.300458,1.458171,-1.034,0.565,1.191,0.534,0.90274647,-0.0462,0.7454,0.061980145,20.938356,20.439648,20.438087,20.302029,0.09,,
J1332+0347,203.094382,3.794446,,,,,,,,,18.413319,19.98237,19.275377,18.560987,0.24,,
J1334+0119,203.520941,1.323292,,,,,,,,,22.538483,21.59945,21.054142,20.834442,0.14,,
J1334+0119,203.520637,1.323345,,,,,,,,,22.384176,21.54508,20.782873,20.539738,0.27,,
J1334-0120,203.546474,-1.348115,0.88,0.559,1.676,0.638,0.581341903,1.6656,1.0076,1.653036919,20.14618,19.909487,19.930962,19.820837,0.02,,
J1334-0120,203.546592,-1.347848,0.88,0.559,1.676,0.638,0.581341903,1.6656,1.0076,1.653036919,20.06566,19.795898,19.891129,19.688908,0.03,1.0508,2QZ
J1335+0010,203.997512,0.175269,-9.85,9.742,0.2,0.109,60.82277119,0.6383,0.1759,3.628766345,22.590574,20.19187,18.797804,18.225393,0.4,,
J1335+0010,203.997078,0.175601,-9.85,9.742,0.2,0.109,60.82277119,0.6383,0.1759,3.628766345,21.925697,19.480566,18.2307,17.725597,0.18,,
J1335+0118,203.894979,1.301553,-0.117,-0.002,0.187,0.105,0.545630594,-0.0339,0.171,0.198245614,18.243137,17.978569,18.046465,17.757008,0.08,1.569,DR16Q
J1335+0118,203.895263,1.301229,-0.117,-0.002,0.187,0.105,0.545630594,-0.0339,0.171,0.198245614,19.153584,18.86732,18.847385,18.523859,0.88,,
J1335+0126,203.930137,1.43482,,,,,,,,,22.488037,21.472092,21.088425,20.920927,0.07,,
J1335+0126,203.930643,1.43436,,,,,,,,,22.219082,20.690935,19.511251,19.061222,0.33,,
J1337-0225,204.341635,-2.419643,-0.357,-0.286,0.617,0.35,0.644854857,-1.1099,0.5448,2.03726138,19.777977,19.301609,19.261936,19.072851,0.1,,
J1337-0225,204.341104,-2.420078,-0.357,-0.286,0.617,0.35,0.644854857,-1.1099,0.5448,2.03726138,20.837864,19.833431,19.340557,19.149519,0.01,,
J1340-0334,205.078184,-3.573307,,,,,,,,,21.65966,20.991549,20.87506,20.575277,1.23,,
J1340-0334,205.078374,-3.573824,,,,,,,,,20.461435,19.64701,19.421186,19.380157,0.18,,
J1345-0356,206.345077,-3.946936,,,,,,,,,21.517714,20.939678,21.01045,20.661293,0.03,,
J1345-0356,206.34463,-3.946901,,,,,,,,,22.18579,21.486332,21.22211,20.9848,0.03,,
J1347-0338,206.754271,-3.636993,-7.31,-1.081,0.412,0.257,15.2177135,-0.2784,0.3336,0.834532374,21.609655,20.914034,20.414618,20.17928,0.17,,
J1347-0338,206.753987,-3.63725,-7.31,-1.081,0.412,0.257,15.2177135,-0.2784,0.3336,0.834532374,20.326687,19.485817,19.122911,18.986746,0.04,,
J1348+0342,207.125987,3.712389,,,,,,,,,22.103987,21.370987,20.99213,20.631737,0.08,,
J1348+0342,207.125739,3.712711,,,,,,,,,21.224993,20.896795,20.69188,20.337635,0.93,,
J1349+0358,207.287112,3.975524,-3.343,-6.498,0.439,0.314,13.53899111,1.0389,0.4807,2.161223216,21.908194,20.438927,19.63207,19.266409,0.01,,
J1349+0358,207.287492,3.975636,-3.343,-6.498,0.439,0.314,13.53899111,1.0389,0.4807,2.161223216,22.106953,21.279085,20.40083,20.123753,0.31,,
J1349-0156,207.460395,-1.945942,-0.677,-0.727,0.668,0.533,1.16244608,-0.5642,0.6676,0.845116836,21.340172,20.560276,19.981657,19.562305,0.69,,
J1349-0156,207.460716,-1.945714,-0.677,-0.727,0.668,0.533,1.16244608,-0.5642,0.6676,0.845116836,22.215551,20.789915,19.850792,19.415478,0.08,,
J1352-0357,208.249592,-3.955175,2.497,-2.357,0.36,0.213,8.208896556,0.572,0.2447,2.337556191,22.285671,19.820066,18.74559,18.41572,0.04,,
J1352-0357,208.249187,-3.955123,2.497,-2.357,0.36,0.213,8.208896556,0.572,0.2447,2.337556191,22.107275,20.010475,19.068974,18.723534,0.11,,
J1355-0127,208.980155,-1.466371,,,,,,,,,21.029083,19.89343,19.044268,18.583967,0.27,,
J1355-0127,208.980581,-1.465978,,,,,,,,,20.084284,19.124453,18.63386,18.420174,0.01,,
J1406-0112,211.593806,-1.208626,0.361,-0.164,0.366,0.266,0.876351031,0.2035,0.2875,0.707826087,20.812977,20.005264,19.540728,19.343876,0.14,1.155,DR16Q
J1406-0112,211.593494,-1.20856,0.361,-0.164,0.366,0.266,0.876351031,0.2035,0.2875,0.707826087,20.30341,19.640009,19.019577,18.78695,0.26,,
J1409-0246,212.484724,-2.767358,-0.044,-0.165,0.136,0.101,1.008052051,-0.1316,0.1156,1.138408304,19.545935,19.200735,18.799719,18.706545,0.41,1.268,DR16Q
J1409-0246,212.484672,-2.7678,-0.044,-0.165,0.136,0.101,1.008052051,-0.1316,0.1156,1.138408304,17.798754,17.849918,17.603828,17.502874,0.04,,
J1411+0003,212.811052,0.064261,-1.552,-3.728,0.865,0.682,3.665979336,-1.0384,0.6505,1.59631053,21.186708,20.309479,19.982239,19.893063,0.03,,
J1411+0003,212.81056,0.06459,-1.552,-3.728,0.865,0.682,3.665979336,-1.0384,0.6505,1.59631053,21.408705,20.469694,19.936584,19.659529,0.13,,
J1411+0308,212.752072,3.135015,1.466,-8.111,0.502,0.39,12.96606315,0.9007,0.3991,2.256827863,22.126005,20.057545,18.830359,18.419685,0.2,,
J1411+0308,212.751699,3.135093,1.466,-8.111,0.502,0.39,12.96606315,0.9007,0.3991,2.256827863,22.157019,19.983913,18.739449,18.299152,0.16,,
J1421-0241,215.483815,-2.691293,,,,,,,,,21.145514,20.67615,20.003492,19.838068,0.33,,
J1421-0241,215.484128,-2.690817,,,,,,,,,21.481867,20.968699,20.283785,20.068949,0.25,,
J1423-0158,215.821112,-1.974874,-0.045,-0.12,0.575,0.386,0.18505618,-0.7988,0.4163,1.918808552,20.590605,19.713316,19.638283,19.422314,0.28,2.277,DESEDR
J1423-0158,215.821115,-1.974843,-0.045,-0.12,0.575,0.386,0.18505618,-0.7988,0.4163,1.918808552,20.716177,19.807926,19.658836,19.442417,0.73,,
